Product_Category,Price,Customer_Tenure_Months,Previous_Returns,Day_of_Week,Order_Hour,Delivery_Speed,Return
Toys,427.01,107.0,9.0,Mon,17.0,SameDay,1
Books,285.59,,0.0,Sun,22.0,SameDay,0
Clothing,204.34,18.0,4.0,Wed,9.0,Expedited,0
Books,109.8,77.0,9.0,Tue,20.0,SameDay,0
Home,220.45,115.0,1.0,Mon,,Standard,0
Toys,211.61,3.0,9.0,Thu,22.0,Standard,1
Clothing,464.61,79.0,0.0,Tue,1.0,Standard,0
Electronics,51.95,43.0,,Mon,14.0,SameDay,0
Electronics,,100.0,7.0,Tue,,SameDay,0
Home,420.23,28.0,9.0,Sun,19.0,Expedited,1
Clothing,354.5,113.0,7.0,Thu,4.0,SameDay,1
Clothing,482.9,109.0,5.0,Wed,0.0,Standard,1
Electronics,139.5,28.0,7.0,Tue,21.0,SameDay,0
Toys,404.52,74.0,4.0,Sun,1.0,SameDay,1
Toys,161.72,117.0,3.0,Thu,8.0,Expedited,0
Books,259.19,100.0,1.0,Thu,9.0,Standard,0
Books,82.15,75.0,3.0,Thu,18.0,Standard,0
Clothing,117.91,110.0,9.0,Wed,17.0,Standard,0
Books,400.23,18.0,9.0,Fri,4.0,Expedited,1
Clothing,66.03,69.0,7.0,Mon,6.0,SameDay,1
Home,231.16,88.0,6.0,Mon,10.0,Standard,0
Clothing,,22.0,6.0,Sun,8.0,Standard,1
Clothing,489.11,7.0,8.0,Thu,16.0,Standard,1
Books,309.01,36.0,8.0,Sun,23.0,SameDay,1
Clothing,184.44,115.0,5.0,Tue,6.0,Expedited,0
Home,400.85,85.0,7.0,Sat,1.0,Standard,1
Toys,477.81,,5.0,Thu,6.0,SameDay,1
Home,227.32,19.0,7.0,Wed,14.0,Standard,0
Clothing,190.1,17.0,0.0,Mon,16.0,SameDay,1
Home,481.37,60.0,7.0,Mon,19.0,Expedited,1
Home,87.28,87.0,7.0,Fri,,SameDay,0
Home,,76.0,0.0,Thu,7.0,Standard,0
Toys,201.61,7.0,8.0,Sun,5.0,SameDay,0
Books,127.49,60.0,7.0,Wed,8.0,Expedited,0
Home,155.02,62.0,0.0,Tue,21.0,Standard,0
Books,493.0,50.0,5.0,Wed,10.0,Standard,1
Home,113.6,60.0,1.0,Fri,21.0,Standard,0
Books,436.04,22.0,4.0,Sun,3.0,Expedited,1
Clothing,495.37,81.0,4.0,Mon,14.0,Expedited,1
Electronics,231.37,79.0,0.0,Thu,4.0,SameDay,0
Home,216.6,56.0,7.0,Sun,8.0,Standard,0
Toys,41.26,1.0,0.0,Wed,3.0,SameDay,0
Electronics,199.87,105.0,1.0,Fri,15.0,Expedited,0
Electronics,346.86,42.0,7.0,Wed,6.0,SameDay,1
Toys,106.1,39.0,6.0,Thu,11.0,SameDay,0
Home,419.73,52.0,8.0,Sat,,SameDay,1
Clothing,171.23,68.0,9.0,Fri,1.0,Standard,0
Home,7.64,2.0,7.0,Thu,22.0,SameDay,1
Toys,174.26,65.0,6.0,Mon,12.0,SameDay,0
Clothing,113.43,45.0,8.0,Sat,8.0,SameDay,1
Toys,437.83,13.0,5.0,Wed,10.0,Standard,1
Home,17.23,117.0,4.0,Fri,7.0,Expedited,0
Clothing,351.67,63.0,7.0,Mon,10.0,Expedited,1
Toys,266.69,84.0,2.0,Sat,7.0,Standard,0
Books,382.21,,7.0,Thu,11.0,Expedited,1
Electronics,499.4,27.0,0.0,Sat,13.0,SameDay,0
Electronics,,14.0,9.0,Fri,2.0,Standard,1
Electronics,121.2,89.0,7.0,Fri,2.0,Expedited,0
Toys,398.01,52.0,9.0,Sat,10.0,Standard,1
Electronics,488.16,1.0,5.0,Mon,23.0,Expedited,1
Toys,368.03,55.0,,Fri,18.0,Expedited,0
Electronics,372.95,106.0,2.0,Sun,20.0,SameDay,0
Clothing,36.31,29.0,1.0,Wed,12.0,Standard,0
Clothing,304.11,4.0,0.0,Tue,1.0,Standard,0
Home,464.54,38.0,2.0,Sun,,Standard,0
Toys,29.26,92.0,6.0,Sat,22.0,Standard,0
Books,297.94,75.0,7.0,Fri,10.0,SameDay,0
Home,9.5,80.0,0.0,Wed,9.0,SameDay,0
Toys,496.02,38.0,4.0,Sat,11.0,SameDay,1
Toys,402.34,73.0,0.0,Thu,19.0,Standard,0
Books,337.5,25.0,0.0,Fri,21.0,SameDay,0
Books,469.16,88.0,,Mon,12.0,Standard,0
Toys,292.47,102.0,5.0,Sat,20.0,Expedited,0
Books,160.85,70.0,7.0,Mon,,Expedited,0
Books,130.8,38.0,,Thu,10.0,Standard,0
Toys,306.79,38.0,2.0,Mon,14.0,SameDay,0
Electronics,182.52,108.0,4.0,Sun,12.0,Expedited,0
Books,355.43,7.0,0.0,Sun,14.0,Expedited,0
Toys,230.39,30.0,1.0,Tue,20.0,Expedited,0
Home,208.6,113.0,6.0,Sat,0.0,SameDay,0
Home,47.8,28.0,,Wed,13.0,Standard,0
Toys,480.07,94.0,0.0,Thu,5.0,Standard,0
Toys,406.68,77.0,0.0,Tue,4.0,Expedited,0
Home,255.38,51.0,6.0,Thu,20.0,Standard,0
Toys,88.28,117.0,4.0,Sun,8.0,Standard,0
Clothing,235.02,22.0,1.0,Sat,23.0,Expedited,0
Books,145.31,13.0,6.0,Sun,18.0,Expedited,0
Clothing,452.46,56.0,2.0,Sun,15.0,Expedited,0
Books,442.42,22.0,3.0,Thu,14.0,Standard,1
Electronics,241.54,117.0,7.0,Fri,21.0,Standard,0
Home,129.77,4.0,7.0,Fri,4.0,Standard,1
Electronics,243.77,29.0,1.0,Tue,5.0,Standard,0
Clothing,365.79,44.0,7.0,Sat,20.0,Expedited,1
Books,37.31,80.0,7.0,Fri,7.0,Expedited,0
Toys,170.72,33.0,4.0,Tue,10.0,Standard,0
Electronics,402.64,65.0,6.0,Sun,4.0,Standard,1
Electronics,77.32,51.0,9.0,Thu,4.0,Standard,0
Home,325.78,113.0,0.0,Tue,6.0,SameDay,0
Clothing,411.22,,2.0,Sun,16.0,SameDay,1
Toys,151.68,20.0,5.0,Wed,1.0,Expedited,0
Toys,,32.0,1.0,Tue,22.0,Standard,0
Toys,262.67,32.0,0.0,Sat,19.0,SameDay,0
Electronics,,8.0,7.0,Sat,6.0,Standard,0
Toys,439.18,85.0,7.0,Wed,20.0,Standard,1
Toys,218.02,73.0,2.0,Sat,10.0,Expedited,0
Home,242.99,83.0,2.0,Tue,20.0,SameDay,0
Toys,333.14,30.0,1.0,Mon,0.0,SameDay,0
Books,27.16,13.0,4.0,Wed,15.0,Expedited,0
Home,184.94,67.0,8.0,Wed,,SameDay,0
Clothing,347.57,108.0,3.0,Tue,10.0,Standard,1
Home,259.37,27.0,5.0,Mon,16.0,Expedited,0
Electronics,230.47,97.0,3.0,Tue,18.0,Standard,0
Home,289.65,52.0,,Fri,21.0,Expedited,0
Clothing,383.23,38.0,1.0,Mon,11.0,SameDay,1
Books,252.93,66.0,6.0,Wed,14.0,Standard,0
Books,315.88,37.0,0.0,Sat,2.0,Expedited,0
Toys,280.93,7.0,0.0,Wed,4.0,SameDay,0
Electronics,47.1,87.0,3.0,Sat,16.0,SameDay,0
Electronics,154.22,110.0,9.0,Tue,9.0,SameDay,0
Electronics,435.42,97.0,7.0,Fri,23.0,Expedited,1
Electronics,79.96,60.0,3.0,Sun,14.0,SameDay,0
Electronics,445.11,104.0,6.0,Wed,23.0,SameDay,1
Books,340.03,108.0,3.0,Wed,6.0,Expedited,1
Toys,67.6,103.0,9.0,Sat,20.0,SameDay,0
Electronics,442.75,76.0,4.0,Mon,21.0,SameDay,1
Home,347.36,100.0,3.0,Tue,1.0,SameDay,1
Toys,298.84,81.0,9.0,Wed,0.0,Expedited,0
Clothing,186.18,,6.0,Sun,2.0,Standard,0
Books,82.52,47.0,1.0,Mon,2.0,SameDay,0
Toys,205.71,116.0,9.0,Thu,7.0,Standard,0
Electronics,468.41,24.0,5.0,Thu,22.0,Standard,1
Clothing,300.67,58.0,5.0,Sun,10.0,SameDay,1
Toys,469.4,66.0,5.0,Sun,16.0,Standard,1
Home,,80.0,2.0,Fri,20.0,Standard,0
Books,33.03,59.0,2.0,Mon,23.0,SameDay,0
Books,456.54,42.0,1.0,Tue,10.0,Expedited,0
Books,129.46,80.0,6.0,Fri,18.0,Standard,0
Home,311.69,,1.0,Thu,18.0,SameDay,0
Electronics,437.4,47.0,6.0,Sun,22.0,SameDay,1
Home,328.73,60.0,6.0,Tue,,SameDay,1
Home,144.86,50.0,3.0,Fri,16.0,Expedited,0
Clothing,123.71,118.0,5.0,Sat,6.0,Expedited,0
Books,406.29,104.0,7.0,Tue,23.0,Standard,1
Clothing,68.87,112.0,8.0,Wed,10.0,Standard,0
Clothing,268.52,21.0,4.0,Thu,9.0,SameDay,1
Electronics,427.43,106.0,9.0,Sat,18.0,Expedited,1
Clothing,441.22,20.0,7.0,Thu,5.0,Expedited,1
Clothing,189.86,5.0,5.0,Mon,14.0,SameDay,1
Electronics,245.21,99.0,5.0,Sun,16.0,Expedited,0
Clothing,399.49,39.0,6.0,Wed,23.0,Standard,1
Toys,122.98,111.0,,Wed,4.0,Standard,0
Books,33.61,1.0,6.0,Fri,19.0,Standard,1
Electronics,278.64,40.0,2.0,Fri,1.0,Standard,0
Books,253.43,2.0,3.0,Thu,4.0,Standard,1
Clothing,271.16,118.0,9.0,Sat,4.0,Standard,0
Toys,334.56,6.0,2.0,Mon,7.0,SameDay,0
Clothing,406.91,110.0,4.0,Mon,5.0,Standard,1
Electronics,323.56,,0.0,Tue,20.0,SameDay,0
Clothing,271.51,94.0,9.0,Fri,13.0,SameDay,1
Books,23.99,64.0,9.0,Fri,15.0,SameDay,0
Home,437.42,64.0,8.0,Sun,8.0,Standard,1
Toys,354.22,71.0,0.0,Tue,23.0,SameDay,0
Home,474.71,95.0,8.0,Wed,22.0,SameDay,1
Electronics,31.7,71.0,1.0,Mon,15.0,Expedited,0
Home,,49.0,2.0,Sat,11.0,Standard,0
Home,189.47,102.0,9.0,Fri,15.0,Standard,0
Electronics,138.99,10.0,5.0,Thu,6.0,SameDay,0
Clothing,24.96,6.0,2.0,Wed,18.0,SameDay,1
Clothing,218.76,36.0,3.0,Sat,,Standard,0
Clothing,397.39,71.0,3.0,Sat,10.0,Expedited,1
Toys,13.04,70.0,7.0,Sun,2.0,Expedited,0
Books,293.44,96.0,3.0,Sun,20.0,Standard,0
Electronics,447.42,100.0,0.0,Sat,14.0,Standard,0
Clothing,337.67,57.0,1.0,Tue,10.0,Expedited,0
Home,363.83,77.0,4.0,Sun,13.0,Expedited,1
Electronics,220.62,73.0,6.0,Wed,19.0,Expedited,0
Home,429.96,56.0,4.0,Mon,6.0,SameDay,1
Clothing,431.42,3.0,0.0,Mon,1.0,Standard,0
Electronics,117.35,69.0,8.0,Tue,1.0,Expedited,0
Electronics,347.47,17.0,4.0,Sun,18.0,Standard,1
Electronics,404.77,41.0,4.0,Wed,10.0,SameDay,1
Electronics,55.96,95.0,0.0,Wed,4.0,SameDay,0
Home,415.44,75.0,5.0,Tue,11.0,SameDay,1
Home,338.78,79.0,1.0,Sun,14.0,SameDay,0
Books,229.18,78.0,1.0,Fri,5.0,SameDay,0
Books,134.9,110.0,7.0,Tue,15.0,SameDay,0
Clothing,,35.0,2.0,Mon,1.0,Standard,0
Home,392.82,70.0,0.0,Fri,,Standard,0
Home,57.53,,0.0,Tue,17.0,Expedited,0
Books,332.85,2.0,7.0,Thu,8.0,Standard,1
Books,327.58,7.0,2.0,Sun,12.0,Expedited,0
Clothing,212.25,65.0,3.0,Thu,14.0,SameDay,1
Clothing,409.82,47.0,1.0,Wed,19.0,Standard,0
Electronics,431.9,26.0,8.0,Fri,12.0,SameDay,1
Books,82.38,102.0,6.0,Fri,11.0,SameDay,0
Home,189.29,73.0,9.0,Tue,16.0,Expedited,0
Books,357.01,96.0,8.0,Mon,23.0,Standard,1
Electronics,322.93,100.0,,Thu,7.0,SameDay,0
Toys,51.04,48.0,9.0,Sat,20.0,Standard,0
Books,227.07,86.0,9.0,Sat,8.0,SameDay,0
Books,367.7,53.0,6.0,Sat,6.0,Expedited,1
Books,,28.0,6.0,Sat,14.0,Expedited,1
Clothing,11.38,48.0,3.0,Tue,3.0,SameDay,1
Toys,184.48,16.0,0.0,Sun,4.0,SameDay,0
Toys,371.74,71.0,5.0,Thu,13.0,Expedited,1
Home,314.7,62.0,3.0,Mon,20.0,Expedited,1
Clothing,291.29,20.0,9.0,Tue,23.0,SameDay,1
Electronics,337.53,50.0,5.0,Fri,1.0,Standard,1
Clothing,311.08,,8.0,Thu,8.0,Expedited,1
Books,124.88,91.0,8.0,Thu,4.0,SameDay,0
Home,349.54,86.0,6.0,Wed,20.0,Standard,1
Books,464.63,57.0,5.0,Sun,,Standard,1
Clothing,179.35,31.0,5.0,Sat,22.0,Expedited,0
Home,17.47,84.0,3.0,Mon,8.0,Expedited,0
Toys,361.63,82.0,3.0,Fri,14.0,SameDay,1
Home,31.65,27.0,6.0,Thu,12.0,Standard,0
Books,401.81,19.0,4.0,Tue,12.0,Standard,1
Home,71.81,93.0,1.0,Tue,5.0,SameDay,0
Clothing,444.47,9.0,8.0,Fri,15.0,Standard,1
Toys,,,8.0,Sat,3.0,Standard,0
Electronics,269.6,16.0,1.0,Thu,,SameDay,0
Toys,133.72,112.0,0.0,Tue,11.0,Expedited,0
Toys,333.58,,2.0,Mon,11.0,Standard,0
Clothing,197.75,97.0,,Tue,9.0,Expedited,0
Books,127.14,12.0,4.0,Fri,0.0,SameDay,0
Toys,81.57,,7.0,Tue,4.0,Expedited,0
Home,348.46,69.0,3.0,Wed,9.0,SameDay,1
Home,97.36,38.0,8.0,Sat,23.0,SameDay,0
Home,52.93,3.0,3.0,Sat,23.0,Standard,1
Toys,202.05,82.0,8.0,Mon,5.0,Standard,0
Clothing,175.53,87.0,3.0,Fri,10.0,Expedited,0
Home,251.1,17.0,5.0,Fri,15.0,Standard,0
Electronics,121.51,26.0,9.0,Sat,2.0,Standard,0
Books,,36.0,6.0,Wed,6.0,Expedited,0
Electronics,239.89,68.0,,Sat,19.0,Standard,0
Books,27.56,114.0,3.0,Wed,,SameDay,0
Toys,327.87,22.0,1.0,Sat,13.0,SameDay,0
Clothing,15.41,44.0,5.0,Wed,2.0,Standard,0
Toys,7.99,65.0,8.0,Thu,10.0,Standard,0
Books,261.61,14.0,5.0,Wed,7.0,Expedited,0
Home,138.82,2.0,3.0,Tue,9.0,SameDay,1
Books,287.57,9.0,9.0,Sun,16.0,Standard,0
Books,157.63,96.0,3.0,Sun,11.0,Standard,0
Electronics,365.82,43.0,9.0,Tue,11.0,SameDay,1
Toys,399.91,3.0,9.0,Sun,5.0,Standard,1
Toys,102.14,42.0,7.0,Sat,12.0,SameDay,0
Home,148.34,49.0,3.0,Sat,18.0,Expedited,0
Electronics,363.17,34.0,1.0,Sat,9.0,Expedited,0
Clothing,284.71,66.0,3.0,Mon,1.0,Standard,0
Toys,470.57,79.0,9.0,Wed,20.0,Expedited,1
Books,138.98,8.0,2.0,Sat,4.0,Standard,0
Clothing,470.74,78.0,7.0,Sat,20.0,Standard,1
Clothing,178.37,30.0,8.0,Wed,11.0,Standard,0
Home,230.42,24.0,5.0,Sat,10.0,Expedited,0
Toys,48.63,112.0,0.0,Mon,6.0,Standard,0
Electronics,22.62,91.0,5.0,Thu,14.0,SameDay,0
Electronics,,10.0,5.0,Wed,16.0,Standard,0
Books,452.5,100.0,4.0,Wed,21.0,SameDay,1
Books,15.1,81.0,7.0,Mon,13.0,Standard,0
Books,331.28,113.0,3.0,Tue,22.0,SameDay,1
Books,237.81,68.0,8.0,Fri,12.0,Expedited,0
Clothing,411.15,103.0,4.0,Sat,,Standard,1
Clothing,108.5,39.0,1.0,Sat,6.0,SameDay,1
Electronics,211.5,86.0,3.0,Mon,16.0,Standard,0
Books,207.19,58.0,9.0,Sat,14.0,Standard,0
Toys,430.06,38.0,5.0,Thu,21.0,Standard,1
Clothing,114.78,84.0,3.0,Tue,7.0,Expedited,0
Books,309.38,43.0,0.0,Thu,22.0,Standard,0
Home,70.62,112.0,0.0,Wed,9.0,SameDay,0
Toys,50.25,72.0,4.0,Wed,12.0,Expedited,0
Home,216.87,119.0,6.0,Thu,2.0,Standard,0
Electronics,289.8,50.0,1.0,Sat,13.0,Expedited,0
Home,399.14,116.0,9.0,Wed,13.0,Standard,1
Clothing,124.13,3.0,6.0,Wed,17.0,Standard,1
Home,270.0,103.0,5.0,Wed,10.0,Expedited,0
Books,24.96,8.0,5.0,Mon,5.0,Standard,0
Clothing,194.69,37.0,9.0,Thu,3.0,SameDay,1
Toys,286.39,105.0,6.0,Mon,10.0,Standard,0
Books,195.09,119.0,8.0,Thu,9.0,SameDay,0
Electronics,154.11,67.0,7.0,Tue,8.0,Standard,0
Books,313.57,93.0,8.0,Fri,1.0,Standard,1
Toys,319.64,114.0,8.0,Fri,1.0,SameDay,1
Clothing,60.73,108.0,7.0,Tue,3.0,SameDay,1
Toys,31.09,13.0,5.0,Tue,21.0,Standard,0
Clothing,127.25,36.0,2.0,Mon,3.0,Standard,0
Home,266.02,52.0,3.0,Sat,5.0,Standard,0
Home,256.81,85.0,3.0,Wed,0.0,Standard,0
Electronics,392.55,27.0,0.0,Thu,17.0,Standard,0
Clothing,285.1,32.0,5.0,Thu,13.0,SameDay,1
Books,,57.0,6.0,Sat,13.0,Expedited,0
Toys,102.24,116.0,9.0,Thu,1.0,Standard,0
Home,93.42,63.0,8.0,Wed,20.0,Expedited,0
Clothing,24.97,62.0,2.0,Sun,2.0,Standard,0
Home,288.88,69.0,4.0,Mon,2.0,Expedited,0
Home,245.2,19.0,8.0,Sat,2.0,SameDay,0
Books,209.39,69.0,8.0,Sun,12.0,Standard,0
Clothing,120.99,81.0,3.0,Fri,16.0,Standard,0
Books,237.36,86.0,0.0,Wed,8.0,SameDay,0
Clothing,22.04,101.0,7.0,Tue,4.0,SameDay,1
Home,301.16,,2.0,Fri,19.0,Standard,0
Home,237.55,108.0,4.0,Thu,23.0,Expedited,0
Toys,154.72,14.0,3.0,Wed,6.0,Expedited,0
Books,297.9,30.0,1.0,Mon,16.0,SameDay,0
Home,245.77,47.0,7.0,Sat,8.0,SameDay,0
Electronics,383.75,37.0,6.0,Sun,20.0,SameDay,1
Books,442.0,58.0,8.0,Wed,22.0,Standard,1
Toys,330.86,84.0,3.0,Sun,7.0,Expedited,1
Home,365.97,3.0,3.0,Fri,9.0,Standard,1
Books,451.24,100.0,6.0,Thu,6.0,Expedited,1
Toys,44.65,4.0,8.0,Thu,23.0,SameDay,1
Home,221.7,29.0,9.0,Fri,7.0,Expedited,0
Clothing,22.4,19.0,1.0,Thu,10.0,SameDay,1
Home,58.8,8.0,,Fri,6.0,SameDay,0
Toys,418.88,17.0,7.0,Thu,21.0,Expedited,1
Toys,162.04,100.0,4.0,Tue,0.0,Standard,0
Electronics,226.15,73.0,2.0,Sun,8.0,Standard,0
Electronics,482.52,74.0,2.0,Sun,22.0,Expedited,0
Toys,447.9,23.0,2.0,Tue,20.0,Standard,0
Clothing,92.22,105.0,2.0,Fri,22.0,Expedited,0
Clothing,163.75,80.0,0.0,Fri,10.0,Expedited,0
Clothing,48.35,106.0,6.0,Tue,7.0,SameDay,1
Toys,52.86,90.0,0.0,Sat,20.0,SameDay,0
Home,129.83,81.0,4.0,Mon,4.0,SameDay,0
Clothing,119.17,21.0,5.0,Tue,3.0,SameDay,1
Clothing,174.46,94.0,8.0,Sat,10.0,Expedited,0
Books,347.5,71.0,9.0,Thu,6.0,Standard,1
Toys,69.81,18.0,0.0,Sat,9.0,Expedited,0
Home,,100.0,9.0,Wed,21.0,Standard,1
Electronics,333.43,85.0,9.0,Sat,22.0,Standard,1
Clothing,291.15,18.0,9.0,Mon,7.0,Standard,0
Books,,,7.0,Thu,3.0,Standard,1
Clothing,130.25,71.0,0.0,Wed,20.0,Standard,0
Books,101.75,54.0,7.0,Fri,18.0,SameDay,0
Clothing,,109.0,6.0,Sun,16.0,SameDay,1
Electronics,389.59,16.0,8.0,Thu,9.0,SameDay,1
Electronics,305.33,87.0,7.0,Thu,4.0,Expedited,1
Books,294.98,76.0,5.0,Sun,23.0,Expedited,0
Books,32.28,105.0,2.0,Tue,2.0,Standard,0
Books,244.67,101.0,6.0,Mon,10.0,SameDay,0
Home,169.02,45.0,7.0,Wed,19.0,SameDay,0
Electronics,376.88,86.0,5.0,Fri,22.0,SameDay,1
Electronics,329.79,67.0,2.0,Sat,22.0,Expedited,0
Home,15.36,2.0,3.0,Wed,14.0,SameDay,1
Clothing,61.06,,,Mon,22.0,SameDay,1
Books,227.71,60.0,6.0,Thu,3.0,Expedited,0
Books,398.04,63.0,3.0,Fri,20.0,Standard,1
Electronics,204.43,77.0,0.0,Wed,22.0,SameDay,0
Home,427.32,81.0,,Wed,0.0,Expedited,0
Electronics,74.73,13.0,3.0,Sat,8.0,SameDay,0
Books,194.16,75.0,0.0,Thu,12.0,SameDay,0
Home,448.07,65.0,5.0,Mon,19.0,SameDay,1
Books,279.57,65.0,7.0,Mon,22.0,Expedited,0
Home,413.14,119.0,9.0,Thu,3.0,SameDay,1
Clothing,92.32,91.0,5.0,Sat,3.0,Standard,0
Books,196.1,113.0,4.0,Thu,5.0,SameDay,0
Home,307.14,79.0,6.0,Fri,14.0,Expedited,1
Electronics,155.12,61.0,2.0,Mon,1.0,Expedited,0
Electronics,381.7,38.0,8.0,Mon,12.0,Expedited,1
Books,57.17,90.0,4.0,Sat,18.0,Expedited,0
Toys,403.92,101.0,1.0,Tue,13.0,Standard,0
Home,24.48,47.0,2.0,Thu,23.0,Standard,0
Home,315.27,81.0,3.0,Mon,12.0,SameDay,1
Home,391.98,75.0,4.0,Mon,6.0,Standard,1
Home,256.34,48.0,,Sun,23.0,Standard,0
Clothing,268.57,106.0,1.0,Sat,21.0,Standard,0
Home,27.35,85.0,8.0,Wed,8.0,Expedited,0
Books,144.33,,5.0,Sat,11.0,Standard,0
Electronics,397.8,104.0,7.0,Sun,2.0,Standard,1
Clothing,98.73,100.0,1.0,Fri,20.0,Expedited,0
Home,336.35,110.0,0.0,Fri,21.0,Expedited,0
Toys,427.99,36.0,8.0,Thu,20.0,Standard,1
Home,258.33,103.0,7.0,Sun,5.0,Expedited,0
Home,169.81,35.0,1.0,Wed,6.0,SameDay,0
Toys,113.96,109.0,9.0,Wed,,Expedited,0
Toys,196.0,114.0,3.0,Sat,13.0,SameDay,0
Electronics,,37.0,,Fri,0.0,SameDay,0
Home,60.98,10.0,9.0,Tue,4.0,Standard,0
Clothing,55.01,116.0,5.0,Thu,15.0,SameDay,1
Toys,221.67,,1.0,Tue,18.0,Standard,0
Electronics,210.64,54.0,9.0,Fri,20.0,Standard,0
Electronics,265.09,56.0,1.0,Wed,13.0,Standard,0
Books,276.33,,1.0,Wed,6.0,SameDay,0
Toys,13.95,80.0,7.0,Wed,12.0,Expedited,0
Books,69.51,97.0,4.0,Thu,1.0,Standard,0
Electronics,13.4,72.0,8.0,Mon,,Expedited,0
Home,110.7,71.0,5.0,Wed,11.0,Standard,0
Toys,222.37,63.0,8.0,Sat,9.0,SameDay,0
Electronics,342.86,33.0,1.0,Tue,4.0,Standard,0
Home,480.97,49.0,1.0,Wed,6.0,Expedited,0
Toys,468.79,81.0,9.0,Thu,4.0,SameDay,1
Toys,246.65,15.0,0.0,Tue,11.0,Standard,0
Books,296.27,96.0,,Thu,22.0,SameDay,0
Electronics,337.76,72.0,3.0,Wed,6.0,Standard,1
Toys,89.69,34.0,,Fri,5.0,Standard,0
Home,,6.0,9.0,Sat,2.0,SameDay,1
Toys,77.61,111.0,8.0,Sun,10.0,SameDay,0
Books,306.24,64.0,7.0,Tue,13.0,Expedited,1
Electronics,392.83,67.0,8.0,Tue,20.0,Standard,1
Clothing,21.54,16.0,3.0,Mon,,Standard,0
Electronics,222.54,82.0,2.0,Thu,13.0,SameDay,0
Toys,129.89,47.0,5.0,Sat,7.0,SameDay,0
Home,133.22,89.0,7.0,Wed,9.0,Standard,0
Books,107.07,,8.0,Sat,9.0,SameDay,0
Clothing,,70.0,2.0,Sat,17.0,Standard,0
Electronics,120.53,34.0,4.0,Fri,9.0,Expedited,0
Books,256.41,5.0,4.0,Wed,17.0,SameDay,1
Clothing,333.74,82.0,0.0,Sun,5.0,Expedited,0
Clothing,248.72,46.0,9.0,Fri,0.0,Expedited,0
Electronics,290.36,108.0,0.0,Sun,3.0,Standard,0
Clothing,331.41,59.0,1.0,Sun,0.0,Standard,0
Clothing,122.35,5.0,0.0,Thu,3.0,SameDay,1
Electronics,415.63,55.0,7.0,Tue,5.0,Standard,1
Home,128.23,67.0,9.0,Sun,9.0,Expedited,0
Clothing,466.89,42.0,1.0,Thu,4.0,Expedited,0
Home,137.73,79.0,8.0,Wed,1.0,Expedited,0
Books,464.98,89.0,1.0,Thu,3.0,Standard,0
Toys,405.37,7.0,6.0,Fri,5.0,Expedited,1
Electronics,,,9.0,Fri,2.0,Expedited,1
Electronics,466.71,82.0,9.0,Sun,23.0,Standard,1
Books,144.24,38.0,6.0,Wed,13.0,SameDay,0
Electronics,392.78,52.0,6.0,Wed,1.0,Standard,1
Electronics,29.33,113.0,2.0,Thu,19.0,Expedited,0
Books,62.79,41.0,6.0,Sat,5.0,SameDay,0
Books,,42.0,2.0,Mon,21.0,SameDay,0
Electronics,279.26,7.0,6.0,Fri,22.0,Expedited,0
Home,17.2,16.0,9.0,Tue,18.0,Standard,0
Home,50.01,24.0,,Tue,0.0,SameDay,0
Clothing,163.6,98.0,2.0,Thu,15.0,Expedited,0
Books,413.59,43.0,9.0,Sun,11.0,Standard,1
Home,207.96,83.0,9.0,Sun,22.0,Expedited,0
Home,268.01,81.0,9.0,Thu,5.0,SameDay,0
Books,224.15,46.0,5.0,Sat,15.0,Standard,0
Books,332.87,20.0,6.0,Sun,19.0,Standard,1
Books,353.25,95.0,5.0,Thu,6.0,Expedited,1
Toys,481.0,115.0,1.0,Wed,22.0,Expedited,0
Electronics,86.05,24.0,1.0,Thu,5.0,Standard,0
Clothing,331.93,68.0,0.0,Fri,7.0,SameDay,1
Clothing,259.71,84.0,2.0,Fri,11.0,SameDay,1
Home,232.38,12.0,4.0,Sat,19.0,SameDay,0
Home,250.02,105.0,1.0,Wed,22.0,Standard,0
Electronics,454.96,112.0,0.0,Sun,4.0,Standard,0
Toys,424.99,,9.0,Fri,20.0,Expedited,1
Electronics,123.77,77.0,7.0,Sat,4.0,Expedited,0
Books,163.2,25.0,8.0,Mon,6.0,Standard,0
Electronics,326.84,52.0,5.0,Thu,12.0,Standard,1
Home,356.42,32.0,9.0,Wed,5.0,SameDay,1
Home,289.28,34.0,6.0,Fri,18.0,Standard,0
Clothing,197.42,114.0,3.0,Sun,14.0,SameDay,1
Electronics,430.58,55.0,3.0,Tue,16.0,Standard,1
Toys,338.72,115.0,2.0,Thu,12.0,Standard,0
Clothing,68.84,21.0,3.0,Sun,1.0,Expedited,0
Books,376.58,114.0,9.0,Tue,4.0,Expedited,1
Home,372.96,28.0,9.0,Wed,3.0,Standard,1
Home,338.18,69.0,4.0,Sun,3.0,Standard,1
Electronics,345.58,107.0,5.0,Sun,3.0,Expedited,1
Clothing,443.08,116.0,5.0,Sun,23.0,Expedited,1
Toys,154.81,107.0,3.0,Thu,21.0,Standard,0
Home,47.37,32.0,9.0,Mon,13.0,SameDay,0
Electronics,24.66,7.0,8.0,Fri,,SameDay,0
Books,432.58,42.0,3.0,Wed,2.0,Standard,1
Electronics,86.31,90.0,5.0,Mon,15.0,SameDay,0
Clothing,392.73,111.0,2.0,Fri,15.0,Standard,0
Home,84.08,7.0,5.0,Tue,1.0,Standard,0
